clean_node,original_node,ontology_id,ontology_name,umls_id,label,match_score,semantic_type,source,uri,alternative_matches
Cluster B personality disorders,Cluster B personality disorders,C5226020,CCSR_ICD10CM,C5226020,Encounter for mental health conditions,0.8,Disease or Syndrome,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5226020,"[{""ontology_id"": ""C5570674"", ""ontology"": ""LNC"", ""score"": 0.6}, {""ontology_id"": ""C5771592"", ""ontology"": ""HCPCS"", ""score"": 0.6}, {""ontology_id"": ""C0580048"", ""ontology"": ""RCD"", ""score"": 0.6}]"
Cluster C personality disorders,Cluster C personality disorders,C5226020,CCSR_ICD10CM,C5226020,Encounter for mental health conditions,0.8,Disease or Syndrome,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5226020,"[{""ontology_id"": ""C5570674"", ""ontology"": ""LNC"", ""score"": 0.6}, {""ontology_id"": ""C5771592"", ""ontology"": ""HCPCS"", ""score"": 0.6}, {""ontology_id"": ""C0580048"", ""ontology"": ""RCD"", ""score"": 0.6}]"
"Cosmetics, colognes, or perfumes","Cosmetics, colognes, or perfumes",C4288402,MSH,C4288402,Personal Care Products,1.0,Patient or Healthcare Provider,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C4288402,"[{""ontology_id"": ""C5688635"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.8}, {""ontology_id"": ""C5916244"", ""ontology"": ""NIC"", ""score"": 0.8}, {""ontology_id"": ""C4714281"", ""ontology"": ""NIC"", ""score"": 0.8}]"
Cramp,Cramp,C4060703,NANDA-I,C4060703,Chronic musculoskeletal condition,0.8,Sign or Symptom,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C4060703,"[{""ontology_id"": ""C4270753"", ""ontology"": ""ICD10CM"", ""score"": 0.8}, {""ontology_id"": ""C4271973"", ""ontology"": ""MEDCIN"", ""score"": 0.8}, {""ontology_id"": ""C1875363"", ""ontology"": ""VANDF"", ""score"": 0.8}]"
Crohn's disease,Crohn's disease,C0021390,MTH,C0021390,Inflammatory Bowel Diseases,0.8,Disease or Syndrome,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C0021390,"[{""ontology_id"": ""C0592458"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C1858303"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C1970207"", ""ontology"": ""MTH"", ""score"": 0.8}]"
Cut,Cut,C0043250,MTH,C0043250,Traumatic Wound,0.8,Pharmacologic Substance,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C0043250,"[{""ontology_id"": ""C1550680"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C1549529"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C1547965"", ""ontology"": ""MTH"", ""score"": 0.8}]"
DIABETES,DIABETES,C1263722,SNOMEDCT_US,C1263722,Chronic metabolic disorder,0.8,Disease or Syndrome,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C1263722,"[{""ontology_id"": ""C1404866"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.8}, {""ontology_id"": ""C0267969"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.8}, {""ontology_id"": ""C1285357"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.8}]"
DNA,DNA,C0440471,MSH,C0440471,Genetic Materials,0.8,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C0440471,"[{""ontology_id"": ""C0541637"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.8}, {""ontology_id"": ""C0596726"", ""ontology"": ""CSP"", ""score"": 0.8}, {""ontology_id"": ""C0596096"", ""ontology"": ""CSP"", ""score"": 0.8}]"
Depression,Depression,C5570674,LNC,C5570674,Other mental health condition,0.8,Disease or Syndrome,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5570674,"[{""ontology_id"": ""C5226020"", ""ontology"": ""CCSR_ICD10CM"", ""score"": 0.8}, {""ontology_id"": ""C4709420"", ""ontology"": ""NIC"", ""score"": 0.6}, {""ontology_id"": ""C0580048"", ""ontology"": ""RCD"", ""score"": 0.6}]"
Diaper rash,[Event: Diaper rash],C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
Diaper rash is easily diagnosed,Diaper rash is easily diagnosed,C2015792,MEDCIN,C2015792,other diagnoses and conditions,0.6,Disease or Syndrome,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C2015792,"[{""ontology_id"": ""C3260368"", ""ontology"": ""LNC"", ""score"": 0.6}, {""ontology_id"": ""C2359468"", ""ontology"": ""MTH"", ""score"": 0.6}, {""ontology_id"": ""C1717460"", ""ontology"": ""MTH"", ""score"": 0.6}]"
Different Drug,Different Drug,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
Disease,Disease,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
"Dizziness, confusion, or loss of consciousness","Dizziness, confusion, or loss of consciousness",C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
Doctor,Doctor,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
Doctors,Doctors,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
Drink six to eight glasses of water each day,Drink six to eight glasses of water each day,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
Drug,Drug,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
Drugs of any kind,Drugs of any kind,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
Dyscalculia,Dyscalculia,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
EMERGENCY,[Event: EMERGENCY],C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
ERCP,ERCP,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
Echinacea,Echinacea,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
Epidermal cysts,Epidermal cysts,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
Excess salt,Excess salt,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
Exercise,Exercise,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
Exercising the leg,Exercising the leg,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
Extracorporeal lithotripsy,Extracorporeal lithotripsy,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
Fat-soluble vitamins,Fat-soluble vitamins,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
Fever,Fever,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
Folic acid deficiency anemia,Folic acid deficiency anemia,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
Free radicals,Free radicals,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
GASTROENTERITIS,GASTROENTERITIS,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
GERD,GERD,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
"Gardening products such as fertilizer, fungicide, or weed killer","Gardening products such as fertilizer, fungicide, or weed killer",C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
Glossitis,Glossitis,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
HDL (good) cholesterol,HDL (good) cholesterol,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
HDL cholesterol,HDL cholesterol,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
HEART DISEASE,HEART DISEASE,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
HEAVY PERIODS,HEAVY PERIODS,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
HGSIL,HGSIL,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
HMG CoA reductase,HMG CoA reductase,C4521602,MTH,C4521602,Enzyme (disposition),0.8,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C4521602,"[{""ontology_id"": ""C5399708"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C0014442"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C0014432"", ""ontology"": ""MTH"", ""score"": 0.8}]"
HPV,HPV,C0042776,MTH,C0042776,Virus,1.0,Disease or Syndrome,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C0042776,"[{""ontology_id"": ""C0042769"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C0319157"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C0035924"", ""ontology"": ""MTH"", ""score"": 0.8}]"
Having a mammogram,Having a mammogram,C0199171,MTH,C0199171,Medical procedure,1.0,Therapeutic or Preventive Procedure,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C0199171,"[{""ontology_id"": ""C3274430"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C1403683"", ""ontology"": ""ICPC2ICD10ENG"", ""score"": 0.8}, {""ontology_id"": ""C1403682"", ""ontology"": ""ICPC2ICD10ENG"", ""score"": 0.8}]"
Headache,Headache,C1457887,MTH,C1457887,Symptoms,0.8,Disease or Syndrome,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C1457887,"[{""ontology_id"": ""C2039334"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C0312422"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C0426576"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.8}]"
Healthy mitral valve,Healthy mitral valve,C0700276,MTH,C0700276,Anatomical structure,1.0,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C0700276,"[{""ontology_id"": ""C3864436"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C1285097"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C1947953"", ""ontology"": ""MTH"", ""score"": 0.8}]"
Hearing aids,Hearing aids,C1550509,MTH,C1550509,Participation Type - device,0.8,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C1550509,"[{""ontology_id"": ""C0025080"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C1547019"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C0699733"", ""ontology"": ""MTH"", ""score"": 0.8}]"
Heart transplant,Heart transplant,C0543467,MTH,C0543467,Operative Surgical Procedures,0.8,Therapeutic or Preventive Procedure,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C0543467,"[{""ontology_id"": ""C0204324"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.8}, {""ontology_id"": ""C0524722"", ""ontology"": ""MSH"", ""score"": 0.8}, {""ontology_id"": ""C0522772"", ""ontology"": ""MTH"", ""score"": 0.8}]"
Heat exhaustion,Heat exhaustion,C4745084,NCI,C4745084,Medical Condition,1.0,Disease or Syndrome,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C4745084,"[{""ontology_id"": ""C5963544"", ""ontology"": ""NCI"", ""score"": 0.8}, {""ontology_id"": ""C5963540"", ""ontology"": ""NCI"", ""score"": 0.8}, {""ontology_id"": ""C5963541"", ""ontology"": ""NCI"", ""score"": 0.8}]"
Heatstroke,Heatstroke,C5818416,SNOMEDCT_US,C5818416,Medical emergency motorcycle,0.8,Disease or Syndrome,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5818416,"[{""ontology_id"": ""C0013961"", ""ontology"": ""MTH"", ""score"": 0.6}, {""ontology_id"": ""C0013963"", ""ontology"": ""MTH"", ""score"": 0.6}, {""ontology_id"": ""C0013962"", ""ontology"": ""MSH"", ""score"": 0.6}]"
