:ID,name,labels,ontology_id,ontology_name,semantic_type,induced_concept,original_node,uri
You probably have a serious abdominal condition,You probably have a serious abdominal condition,Entity,C5958835,NCI,Medical Concept,medical concept,You probably have a serious abdominal condition,
Your body,Your body,Entity,C5958835,NCI,Medical Concept,medical concept,Your body,
10 to 40 years,10 to 40 years,Entity,C5958835,NCI,Medical Concept,medical concept,10 to 40 years,
10- or 15-minute sessions scattered throughout the day,10- or 15-minute sessions scattered throughout the day,Entity,C5958835,NCI,Medical Concept,medical concept,10- or 15-minute sessions scattered throughout the day,
3 weeks,3 weeks,Entity,C5958835,NCI,Medical Concept,medical concept,3 weeks,
7 to 10 days of bed rest,7 to 10 days of bed rest,Entity,C5958835,NCI,Medical Concept,medical concept,7 to 10 days of bed rest,
911 or your local emergency number,911 or your local emergency number,Entity,C5958835,NCI,Medical Concept,medical concept,911 or your local emergency number,
AIDS testing,AIDS testing,Entity,C5958835,NCI,Medical Concept,medical concept,AIDS testing,
Antiphospholipid antibody syndrome appears,Antiphospholipid antibody syndrome appears,Entity,C5958835,NCI,Medical Concept,medical concept,Antiphospholipid antibody syndrome appears,
CA-125 test,CA-125 test,Entity,C5958835,NCI,Medical Concept,medical concept,CA-125 test,
CT scan or MRI,CT scan or MRI,Entity,C5958835,NCI,Medical Concept,medical concept,CT scan or MRI,
Conn's syndrome,Conn's syndrome,Entity,C5958835,NCI,Medical Concept,medical concept,Conn's syndrome,
Cut and tied,Cut and tied,Entity,C5958835,NCI,Medical Concept,medical concept,Cut and tied,
EMERGENCY Get medical help now!,EMERGENCY Get medical help now!,Entity,C5958835,NCI,Medical Concept,medical concept,EMERGENCY Get medical help now!,
ERCP procedure,ERCP procedure,Entity,C5958835,NCI,Medical Concept,medical concept,ERCP procedure,
Excess salt causes your body to retain water,Excess salt causes your body to retain water,Entity,C5958835,NCI,Medical Concept,medical concept,Excess salt causes your body to retain water,
Heimlich maneuver,Heimlich maneuver,Entity,C5958835,NCI,Medical Concept,medical concept,Heimlich maneuver,
If the body loses more iron than it absorbs,If the body loses more iron than it absorbs,Entity,C5958835,NCI,Medical Concept,medical concept,If the body loses more iron than it absorbs,
Looped and banded,Looped and banded,Entity,C5958835,NCI,Medical Concept,medical concept,Looped and banded,
MRI scan,MRI scan,Entity,C5958835,NCI,Medical Concept,medical concept,MRI scan,
PERITONITIS or INTESTINAL OBSTRUCTION,PERITONITIS or INTESTINAL OBSTRUCTION,Entity,C5958835,NCI,Medical Concept,medical concept,PERITONITIS or INTESTINAL OBSTRUCTION,
POOR FEEDING,POOR FEEDING,Entity,C5958835,NCI,Medical Concept,medical concept,POOR FEEDING,
Pinched with clip,Pinched with clip,Entity,C5958835,NCI,Medical Concept,medical concept,Pinched with clip,
Regular exercise helps you condition your heart and lungs,Regular exercise helps you condition your heart and lungs,Entity,C5958835,NCI,Medical Concept,medical concept,Regular exercise helps you condition your heart and lungs,
Torn Knee Cartilage and Torn Knee Ligament,Torn Knee Cartilage and Torn Knee Ligament,Entity,C5958835,NCI,Medical Concept,medical concept,Torn Knee Cartilage and Torn Knee Ligament,
X-ray of the urinary tract,X-ray of the urinary tract,Entity,C5958835,NCI,Medical Concept,medical concept,X-ray of the urinary tract,
X-ray pictures are taken of the arteries,X-ray pictures are taken of the arteries,Entity,C5958835,NCI,Medical Concept,medical concept,X-ray pictures are taken of the arteries,
X-rays or CT scan,X-rays or CT scan,Entity,C5958835,NCI,Medical Concept,medical concept,X-rays or CT scan,
YOUR CHILD'S TEETH,YOUR CHILD'S TEETH,Entity,C5958835,NCI,Medical Concept,medical concept,YOUR CHILD'S TEETH,
a baby's first breath,a baby's first breath,Entity,C5958835,NCI,Medical Concept,medical concept,a baby's first breath,
a body cavity,a body cavity,Entity,C5958835,NCI,Medical Concept,medical concept,a body cavity,
a branch of the artery is blocked,a branch of the artery is blocked,Entity,C5958835,NCI,Medical Concept,medical concept,a branch of the artery is blocked,
a contrast medium is injected through a catheter,a contrast medium is injected through a catheter,Entity,C5958835,NCI,Medical Concept,medical concept,a contrast medium is injected through a catheter,
a few steps,a few steps,Entity,C5958835,NCI,Medical Concept,medical concept,a few steps,
a fractured finger or toe until it heals,a fractured finger or toe until it heals,Entity,C5958835,NCI,Medical Concept,medical concept,a fractured finger or toe until it heals,
a gene,a gene,Entity,C5958835,NCI,Medical Concept,medical concept,a gene,
a hearing test,a hearing test,Entity,C5958835,NCI,Medical Concept,medical concept,a hearing test,
a heart transplant,a heart transplant,Entity,C5958835,NCI,Medical Concept,medical concept,a heart transplant,
a person has died unexpectedly,a person has died unexpectedly,Entity,C5958835,NCI,Medical Concept,medical concept,a person has died unexpectedly,
"a person has irreversible, long-term heart failure","a person has irreversible, long-term heart failure",Entity,C5958835,NCI,Medical Concept,medical concept,"a person has irreversible, long-term heart failure",
a preset weight range,a preset weight range,Entity,C5958835,NCI,Medical Concept,medical concept,a preset weight range,
a small amount of thallium into your bloodstream,a small amount of thallium into your bloodstream,Entity,C5958835,NCI,Medical Concept,medical concept,a small amount of thallium into your bloodstream,
a terminally ill person can remain more independent at home,a terminally ill person can remain more independent at home,Entity,C5958835,NCI,Medical Concept,medical concept,a terminally ill person can remain more independent at home,
a terminally ill person can remain more independent,a terminally ill person can remain more independent,Entity,C5958835,NCI,Medical Concept,medical concept,a terminally ill person can remain more independent,
"a thin, flexible tube (catheter) inserted through a small incision into the femoral artery in the groin","a thin, flexible tube (catheter) inserted through a small incision into the femoral artery in the groin",Entity,C5958835,NCI,Medical Concept,medical concept,"a thin, flexible tube (catheter) inserted through a small incision into the femoral artery in the groin",
a treadmill or ride a stationary bicycle,a treadmill or ride a stationary bicycle,Entity,C5958835,NCI,Medical Concept,medical concept,a treadmill or ride a stationary bicycle,
abdomen examination,abdomen examination,Entity,C5958835,NCI,Medical Concept,medical concept,abdomen examination,
abdominal pain,abdominal pain,Entity,C1455667,MTH,Sign or Symptom,"sensation, symptom, discomfort, ache",abdominal pain,
abdominal surgery,abdominal surgery,Entity,C2700391,MTH,Therapeutic or Preventive Procedure,"procedure, operation, intervention, treatment",abdominal surgery,
abnormal Pap smear,abnormal Pap smear,Entity,C5958835,NCI,Medical Concept,medical concept,abnormal Pap smear,
abnormal antibodies interact with cells,abnormal antibodies interact with cells,Entity,C5958835,NCI,Medical Concept,medical concept,abnormal antibodies interact with cells,
abnormal liver function tests,abnormal liver function tests,Entity,C5958835,NCI,Medical Concept,medical concept,abnormal liver function tests,
about 2 to 8 days after sexual contact with an infected person,about 2 to 8 days after sexual contact with an infected person,Entity,C5958835,NCI,Medical Concept,medical concept,about 2 to 8 days after sexual contact with an infected person,
accumulation of wax in the ear,accumulation of wax in the ear,Entity,C5958835,NCI,Medical Concept,medical concept,accumulation of wax in the ear,
acetaminophen if they drink alcohol regularly,acetaminophen if they drink alcohol regularly,Entity,C5958835,NCI,Medical Concept,medical concept,acetaminophen if they drink alcohol regularly,
acute attack of jaundice,acute attack of jaundice,Entity,C5958835,NCI,Medical Concept,medical concept,acute attack of jaundice,
adolescence or early adulthood,adolescence or early adulthood,Entity,C5958835,NCI,Medical Concept,medical concept,adolescence or early adulthood,
adverse reaction,adverse reaction,Entity,C5958835,NCI,Medical Concept,medical concept,adverse reaction,
affects twice as many women as men,affects twice as many women as men,Entity,C5958835,NCI,Medical Concept,medical concept,affects twice as many women as men,
after feeding,after feeding,Entity,C5958835,NCI,Medical Concept,medical concept,after feeding,
age 16 or 17,age 16 or 17,Entity,C5958835,NCI,Medical Concept,medical concept,age 16 or 17,
aggressive behavior,aggressive behavior,Entity,C5958835,NCI,Medical Concept,medical concept,aggressive behavior,
agitation,agitation,Entity,C5958835,NCI,Medical Concept,medical concept,agitation,
airborne droplets,airborne droplets,Entity,C5958835,NCI,Medical Concept,medical concept,airborne droplets,
airplane flight,airplane flight,Entity,C5958835,NCI,Medical Concept,medical concept,airplane flight,
alcohol consumption,alcohol consumption,Entity,C5958835,NCI,Medical Concept,medical concept,alcohol consumption,
alcohol impairment,alcohol impairment,Entity,C5958835,NCI,Medical Concept,medical concept,alcohol impairment,
all over the United States,all over the United States,Entity,C5958835,NCI,Medical Concept,medical concept,all over the United States,
allergic reaction,allergic reaction,Entity,C5958835,NCI,Medical Concept,medical concept,allergic reaction,
allergic reactions,allergic reactions,Entity,C5958835,NCI,Medical Concept,medical concept,allergic reactions,
alternative therapy,alternative therapy,Entity,C5958835,NCI,Medical Concept,medical concept,alternative therapy,
an angiogram is performed,an angiogram is performed,Entity,C5958835,NCI,Medical Concept,medical concept,an angiogram is performed,
an erection that begins about 5 to 15 minutes after the injection and lasts from 30 minutes to 2 hours,an erection that begins about 5 to 15 minutes after the injection and lasts from 30 minutes to 2 hours,Entity,C5958835,NCI,Medical Concept,medical concept,an erection that begins about 5 to 15 minutes after the injection and lasts from 30 minutes to 2 hours,
an established treatment for advanced heart disease,an established treatment for advanced heart disease,Entity,C5958835,NCI,Medical Concept,medical concept,an established treatment for advanced heart disease,
analgesic nephropathy,analgesic nephropathy,Entity,C0022658,MTH,Pharmacologic Substance,"kidney disease, renal damage, medication side effect, analgesic toxicity",analgesic nephropathy,
anemia develops,anemia develops,Entity,C5958835,NCI,Medical Concept,medical concept,anemia develops,
anemia,anemia,Entity,C5958835,NCI,Medical Concept,medical concept,anemia,
anesthetic cream,anesthetic cream,Entity,C5958835,NCI,Medical Concept,medical concept,anesthetic cream,
aneurysm rupture,aneurysm rupture,Entity,C5958835,NCI,Medical Concept,medical concept,aneurysm rupture,
antibiotic prescription,antibiotic prescription,Entity,C5958835,NCI,Medical Concept,medical concept,antibiotic prescription,
antibiotics,antibiotics,Entity,C5958835,NCI,Medical Concept,medical concept,antibiotics,
antibodies,antibodies,Entity,C5958835,NCI,Medical Concept,medical concept,antibodies,
anticoagulant drugs,anticoagulant drugs,Entity,C5958835,NCI,Medical Concept,medical concept,anticoagulant drugs,
anticoagulants,anticoagulants,Entity,C5958835,NCI,Medical Concept,medical concept,anticoagulants,
antidepressant medication,antidepressant medication,Entity,C5958835,NCI,Medical Concept,medical concept,antidepressant medication,
antihistamine,antihistamine,Entity,C5958835,NCI,Medical Concept,medical concept,antihistamine,
antiviral medication,antiviral medication,Entity,C5958835,NCI,Medical Concept,medical concept,antiviral medication,
anxiety,anxiety,Entity,C5958835,NCI,Medical Concept,medical concept,anxiety,
any heart conditions before you get pregnant,any heart conditions before you get pregnant,Entity,C5958835,NCI,Medical Concept,medical concept,any heart conditions before you get pregnant,
any possible complications related to the heart disorder,any possible complications related to the heart disorder,Entity,C5958835,NCI,Medical Concept,medical concept,any possible complications related to the heart disorder,
"aorta, a large blood vessel","aorta, a large blood vessel",Entity,C5958835,NCI,Medical Concept,medical concept,"aorta, a large blood vessel",
aortic insufficiency,aortic insufficiency,Entity,C5958835,NCI,Medical Concept,medical concept,aortic insufficiency,
aortic valve does not close properly,aortic valve does not close properly,Entity,C5958835,NCI,Medical Concept,medical concept,aortic valve does not close properly,
appearance of involuntary movements,appearance of involuntary movements,Entity,C5958835,NCI,Medical Concept,medical concept,appearance of involuntary movements,
appendicitis,appendicitis,Entity,C0021368,MTH,Disease or Syndrome,"inflammation, infection, gastrointestinal disorder, abdominal pain",appendicitis,
approved research studies,approved research studies,Entity,C5958835,NCI,Medical Concept,medical concept,approved research studies,
arms almost straight,arms almost straight,Entity,C5958835,NCI,Medical Concept,medical concept,arms almost straight,
ask about birth weight,ask about birth weight,Entity,C5958835,NCI,Medical Concept,medical concept,ask about birth weight,
asking for help,asking for help,Entity,C5958835,NCI,Medical Concept,medical concept,asking for help,
asthma attack,asthma attack,Entity,C4086268,NCI,Pharmacologic Substance,"exacerbation, acute episode, respiratory crisis, bronchospasm",asthma attack,
asymmetrical appearance of melanoma,asymmetrical appearance of melanoma,Entity,C5958835,NCI,Medical Concept,medical concept,asymmetrical appearance of melanoma,
at home,at home,Entity,C5958835,NCI,Medical Concept,medical concept,at home,
at the beginning of their next period,at the beginning of their next period,Entity,C5958835,NCI,Medical Concept,medical concept,at the beginning of their next period,
atherosclerosis,atherosclerosis,Entity,C5958835,NCI,Medical Concept,medical concept,atherosclerosis,
attack on muscle tissues,attack on muscle tissues,Entity,C5958835,NCI,Medical Concept,medical concept,attack on muscle tissues,
autoimmune disorder,autoimmune disorder,Entity,C5958835,NCI,Medical Concept,medical concept,autoimmune disorder,
autosomal dominant polycystic kidney disease,autosomal dominant polycystic kidney disease,Entity,C5958835,NCI,Medical Concept,medical concept,autosomal dominant polycystic kidney disease,
avoid feelings of loneliness and isolation,avoid feelings of loneliness and isolation,Entity,C5958835,NCI,Medical Concept,medical concept,avoid feelings of loneliness and isolation,
avoiding alcohol altogether,avoiding alcohol altogether,Entity,C5958835,NCI,Medical Concept,medical concept,avoiding alcohol altogether,
baby goes back to sleep,baby goes back to sleep,Entity,C5958835,NCI,Medical Concept,medical concept,baby goes back to sleep,
baby's skin may turn blue,baby's skin may turn blue,Entity,C5958835,NCI,Medical Concept,medical concept,baby's skin may turn blue,
bacterial infection,bacterial infection,Entity,C5958835,NCI,Medical Concept,medical concept,bacterial infection,
bacterial or viral infection,bacterial or viral infection,Entity,C5958835,NCI,Medical Concept,medical concept,bacterial or viral infection,
bacterial or yeast infection (thrush),bacterial or yeast infection (thrush),Entity,C5958835,NCI,Medical Concept,medical concept,bacterial or yeast infection (thrush),
bandage tightly over the area,bandage tightly over the area,Entity,C5958835,NCI,Medical Concept,medical concept,bandage tightly over the area,
bed bath,bed bath,Entity,C5958835,NCI,Medical Concept,medical concept,bed bath,
bed rest,bed rest,Entity,C5958835,NCI,Medical Concept,medical concept,bed rest,
before inserting the implant,before inserting the implant,Entity,C5958835,NCI,Medical Concept,medical concept,before inserting the implant,
being malnourished,being malnourished,Entity,C5958835,NCI,Medical Concept,medical concept,being malnourished,
